,Edad,Trabajo,Estado Civil,Fomación,Impago,Prestamo hipotecario,Prestamo Personal,Canal de contacto,Mes,Dia de la semana,num contactos esta campaña,num días último contacto,num contactos otras campañas,resultado campaña anterior,variación tasa empleo,euribor3m,contrata_fondos
9753,24.0,technician,single,professional.course,no,no,no,telephone,may,,4,999,0,nonexistent,-18,1266,0
9754,36.0,services,married,,no,no,no,telephone,may,,1,999,0,nonexistent,11,4857,0
9755,,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,,1,999,0,nonexistent,11,4859,0
9756,40.0,services,married,high.school,unknown,yes,no,cellular,may,,5,999,0,nonexistent,-18,1299,0
9757,37.0,technician,married,,no,yes,no,cellular,aug,,1,999,0,nonexistent,14,4963,0
9758,20.0,technician,single,unknown,no,no,no,cellular,jun,,1,999,0,nonexistent,-29,126,1
9759,36.0,housemaid,divorced,basic.4y,no,no,no,cellular,nov,,1,999,0,nonexistent,-1,4153,0
9760,36.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,,1,999,0,nonexistent,14,4958,0
9761,26.0,admin.,single,high.school,no,no,no,telephone,jun,,6,999,0,nonexistent,14,4864,0
9762,44.0,management,married,basic.9y,unknown,no,no,telephone,may,,2,999,0,nonexistent,11,4857,0
9763,29.0,admin.,single,high.school,no,yes,no,cellular,aug,,1,999,0,nonexistent,-29,881,0
9764,51.0,technician,married,professional.course,no,yes,yes,cellular,apr,,1,2,2,success,-18,1365,1
9765,36.0,technician,married,,no,yes,no,cellular,aug,,1,999,0,nonexistent,14,4966,0
9766,48.0,admin.,married,university.degree,no,yes,no,cellular,apr,,9,999,0,nonexistent,-18,1405,0
9767,33.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,,2,999,0,nonexistent,11,4858,0
9768,50.0,blue-collar,married,high.school,unknown,yes,no,telephone,may,,3,999,0,nonexistent,11,4857,0
9769,32.0,services,married,high.school,unknown,no,yes,telephone,may,,2,999,0,nonexistent,11,4856,0
9770,36.0,blue-collar,single,,no,yes,no,cellular,nov,,2,999,1,failure,-1,4153,0
9771,41.0,blue-collar,married,,no,yes,no,telephone,jun,,2,999,0,nonexistent,14,4959,0
9772,32.0,services,single,high.school,no,no,no,cellular,may,fri,3,999,0,nonexistent,-18,125,0
9773,41.0,management,married,university.degree,no,no,no,telephone,may,,6,999,0,nonexistent,11,4857,0
9774,,technician,single,university.degree,no,no,no,telephone,aug,,6,999,0,nonexistent,14,4963,0
9775,51.0,management,divorced,professional.course,no,no,no,cellular,nov,,1,999,0,nonexistent,-1,4021,0
9776,39.0,technician,single,university.degree,no,yes,yes,cellular,apr,,6,999,1,failure,-18,1405,0
9777,49.0,blue-collar,married,basic.9y,unknown,no,no,cellular,mar,,1,6,2,success,-18,652,1
9778,30.0,self-employed,single,,no,yes,no,cellular,aug,,4,999,0,nonexistent,14,4963,0
9779,57.0,management,married,university.degree,unknown,no,no,cellular,aug,,2,999,0,nonexistent,14,4965,0
9780,,blue-collar,married,basic.6y,no,yes,no,telephone,may,,2,999,0,nonexistent,11,4857,0
9781,42.0,management,divorced,unknown,no,no,no,cellular,oct,,1,999,0,nonexistent,-34,741,0
9782,42.0,technician,married,,unknown,no,no,telephone,may,,4,999,0,nonexistent,11,4856,0
9783,30.0,blue-collar,married,basic.4y,no,no,no,telephone,may,,1,999,0,nonexistent,11,4855,0
9784,44.0,technician,married,professional.course,no,yes,no,telephone,jun,,2,999,0,nonexistent,14,4961,0
9785,24.0,student,single,university.degree,no,no,no,cellular,apr,,2,999,0,nonexistent,-18,1466,0
9786,39.0,blue-collar,married,basic.4y,no,yes,no,telephone,may,,3,999,0,nonexistent,11,4857,0
9787,52.0,self-employed,married,university.degree,no,yes,no,telephone,may,,3,999,0,nonexistent,11,4859,0
9788,36.0,technician,married,high.school,no,no,no,telephone,jul,,1,999,0,nonexistent,14,4955,0
9789,29.0,admin.,single,high.school,no,no,no,cellular,jul,,2,3,3,success,-17,835,1
9790,39.0,management,married,university.degree,no,no,no,cellular,aug,,1,999,0,nonexistent,14,4966,0
9791,31.0,admin.,married,university.degree,no,no,no,cellular,nov,,2,999,0,nonexistent,-1,412,0
9792,73.0,retired,divorced,high.school,no,no,yes,cellular,dec,,3,6,2,success,-3,707,1
9793,55.0,unemployed,married,university.degree,no,yes,no,cellular,jul,,1,999,0,nonexistent,14,4963,0
9794,,admin.,single,,no,yes,no,telephone,jul,,3,999,0,nonexistent,14,4957,0
9795,,admin.,single,university.degree,no,no,no,telephone,may,,3,999,0,nonexistent,-18,125,0
9796,57.0,management,divorced,university.degree,unknown,yes,no,cellular,apr,,1,999,0,nonexistent,-18,1405,0
9797,41.0,management,married,unknown,no,yes,no,telephone,may,,3,999,0,nonexistent,11,4855,0
9798,22.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,,1,999,0,nonexistent,14,4962,0
9799,32.0,housemaid,single,high.school,no,unknown,unknown,telephone,may,,1,999,0,nonexistent,11,4858,0
9800,57.0,blue-collar,married,basic.4y,no,yes,no,telephone,jul,,1,999,0,nonexistent,14,4962,0
9801,56.0,blue-collar,married,basic.4y,no,yes,no,telephone,jun,,8,999,0,nonexistent,14,4959,0
9802,37.0,admin.,married,high.school,no,no,no,cellular,may,,3,999,0,nonexistent,-18,1244,0
9803,33.0,admin.,married,,no,yes,no,cellular,mar,,1,3,1,success,-18,65,0
9804,33.0,blue-collar,married,basic.6y,no,no,no,telephone,jul,,1,999,0,nonexistent,14,4962,0
9805,36.0,services,divorced,university.degree,no,no,no,telephone,may,,3,999,0,nonexistent,11,4858,0
9806,,management,married,unknown,no,no,no,telephone,may,,1,999,0,nonexistent,11,4859,0
9807,42.0,services,married,,no,no,no,telephone,jun,,2,999,0,nonexistent,14,4864,0
9808,37.0,services,divorced,high.school,no,no,no,cellular,may,,1,999,0,nonexistent,-18,1266,0
9809,38.0,admin.,married,basic.6y,no,yes,no,cellular,jul,,3,999,0,nonexistent,14,4968,0
9810,41.0,blue-collar,married,basic.4y,no,yes,no,telephone,may,,3,999,0,nonexistent,11,4856,0
9811,29.0,student,single,high.school,no,no,no,cellular,dec,,1,999,0,nonexistent,-3,715,0
9812,44.0,retired,divorced,professional.course,no,yes,no,cellular,nov,,1,999,0,nonexistent,-1,4191,0
9813,47.0,admin.,married,university.degree,no,no,no,telephone,may,,1,999,0,nonexistent,11,4855,0
9814,50.0,admin.,single,high.school,no,yes,no,telephone,dec,,2,999,0,nonexistent,-3,718,1
9815,51.0,unemployed,married,high.school,no,no,no,telephone,jun,,3,999,0,nonexistent,14,4866,0
9816,33.0,entrepreneur,married,university.degree,no,yes,yes,cellular,jul,mon,2,999,0,nonexistent,14,4962,0
9817,55.0,admin.,divorced,university.degree,no,yes,no,telephone,may,,4,999,0,nonexistent,11,4857,0
9818,45.0,admin.,married,university.degree,no,yes,no,cellular,jul,,4,999,0,nonexistent,14,4963,0
9819,31.0,services,single,high.school,no,no,yes,telephone,jul,,2,999,0,nonexistent,14,496,0
9820,67.0,retired,married,basic.4y,no,yes,no,cellular,nov,,3,999,0,nonexistent,-34,714,0
9821,48.0,blue-collar,married,,no,no,yes,cellular,jul,,1,999,0,nonexistent,14,4961,0
9822,46.0,admin.,divorced,,no,yes,yes,telephone,may,,1,999,0,nonexistent,11,4857,0
9823,51.0,admin.,married,university.degree,unknown,yes,no,cellular,aug,,2,999,0,nonexistent,14,4968,0
9824,,admin.,single,university.degree,no,no,no,cellular,aug,,1,999,0,nonexistent,14,4963,0
9825,62.0,retired,married,high.school,no,no,no,cellular,jul,,2,999,0,nonexistent,-17,876,1
9826,37.0,blue-collar,married,,no,yes,no,telephone,may,,6,999,0,nonexistent,11,4857,0
9827,44.0,management,divorced,university.degree,no,no,no,cellular,apr,,1,999,1,failure,-18,1479,0
9828,29.0,technician,single,,no,no,yes,cellular,nov,,2,999,0,nonexistent,-1,4153,0
9829,21.0,student,single,unknown,no,no,no,telephone,sep,tue,1,999,0,nonexistent,-11,877,0
9830,46.0,blue-collar,married,basic.6y,no,no,no,cellular,jul,,1,999,0,nonexistent,14,4962,0
9831,53.0,technician,married,professional.course,unknown,no,no,telephone,jun,,6,999,0,nonexistent,14,4959,0
9832,40.0,blue-collar,married,,no,yes,no,telephone,jun,,4,999,0,nonexistent,14,496,0
9833,56.0,management,divorced,university.degree,no,no,no,cellular,may,,1,999,0,nonexistent,-18,1313,0
9834,41.0,admin.,single,,no,unknown,unknown,telephone,may,,1,999,0,nonexistent,11,4856,0
9835,38.0,blue-collar,married,high.school,no,yes,no,telephone,jul,,1,999,0,nonexistent,14,4966,0
9836,49.0,admin.,divorced,university.degree,no,yes,no,cellular,jun,,1,999,0,nonexistent,-29,1262,0
9837,53.0,admin.,married,university.degree,no,no,no,cellular,aug,,1,999,0,nonexistent,-29,849,0
9838,39.0,admin.,married,university.degree,no,yes,no,telephone,jun,,3,999,0,nonexistent,14,4866,0
9839,32.0,technician,single,unknown,no,yes,no,cellular,jul,,3,999,0,nonexistent,14,4961,0
9840,28.0,self-employed,single,basic.9y,no,no,no,telephone,may,,3,999,0,nonexistent,11,4856,0
9841,32.0,blue-collar,single,basic.9y,no,no,no,cellular,may,,2,999,0,nonexistent,-18,1266,0
9842,56.0,technician,divorced,university.degree,unknown,yes,no,cellular,jul,,1,999,0,nonexistent,14,4968,0
9843,60.0,admin.,divorced,,no,yes,no,cellular,sep,,1,999,1,failure,-11,886,1
9844,52.0,technician,married,professional.course,no,yes,yes,cellular,sep,,1,999,0,nonexistent,-34,819,0
9845,31.0,blue-collar,married,basic.6y,unknown,no,no,telephone,may,,1,999,0,nonexistent,11,4856,0
9846,41.0,services,married,high.school,no,unknown,unknown,cellular,aug,,1,999,0,nonexistent,-29,879,0
9847,51.0,services,married,high.school,unknown,no,no,cellular,jul,,1,999,0,nonexistent,14,4961,0
9848,30.0,technician,single,professional.course,no,no,yes,cellular,nov,,1,999,0,nonexistent,-1,4153,1
9849,58.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,aug,,21,999,0,nonexistent,14,4964,0
9850,47.0,unknown,married,unknown,unknown,yes,no,telephone,jun,,1,999,0,nonexistent,14,4959,0
9851,39.0,services,married,high.school,no,yes,no,cellular,jul,,29,999,0,nonexistent,14,4968,0
9852,38.0,management,single,university.degree,no,no,no,cellular,jul,,17,999,0,nonexistent,14,4963,0
9853,25.0,blue-collar,married,basic.4y,no,yes,no,cellular,jul,,1,999,0,nonexistent,14,4958,0
9854,25.0,blue-collar,married,basic.9y,no,no,no,telephone,may,,1,999,0,nonexistent,11,4855,0
9855,36.0,blue-collar,single,high.school,no,no,no,cellular,jul,,1,999,0,nonexistent,14,4968,0
9856,36.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,,2,999,0,nonexistent,11,4857,0
9857,39.0,services,married,high.school,no,yes,yes,cellular,jul,,4,999,0,nonexistent,14,4961,0
9858,32.0,admin.,married,,no,yes,no,cellular,may,,4,999,1,failure,-18,1327,0
9859,28.0,blue-collar,single,high.school,no,yes,no,cellular,may,,1,999,0,nonexistent,-18,1281,1
9860,39.0,blue-collar,single,basic.6y,unknown,yes,no,cellular,may,,1,999,0,nonexistent,-18,1334,0
9861,34.0,entrepreneur,married,professional.course,no,no,no,cellular,aug,,1,999,0,nonexistent,14,4965,0
9862,38.0,technician,married,,unknown,no,no,telephone,may,,4,999,0,nonexistent,11,4857,0
9863,50.0,management,married,university.degree,unknown,yes,no,telephone,jul,,1,999,0,nonexistent,14,4968,0
9864,71.0,retired,married,university.degree,no,no,no,cellular,apr,,1,999,0,nonexistent,-18,1405,1
9865,42.0,admin.,married,university.degree,no,yes,no,telephone,aug,,2,999,0,nonexistent,14,4963,0
9866,53.0,admin.,married,university.degree,no,yes,no,cellular,aug,,1,999,1,failure,-29,821,1
9867,20.0,student,single,high.school,no,yes,no,telephone,apr,,1,999,0,nonexistent,-18,141,0
9868,46.0,blue-collar,married,,unknown,no,yes,telephone,may,,8,999,0,nonexistent,11,4864,0
9869,29.0,admin.,single,,unknown,yes,no,cellular,may,,10,999,0,nonexistent,-18,125,0
9870,31.0,admin.,married,,no,yes,no,cellular,aug,,4,999,0,nonexistent,14,4965,0
9871,29.0,student,single,university.degree,no,yes,no,cellular,may,,1,999,1,failure,-18,685,1
9872,41.0,blue-collar,married,,unknown,no,no,cellular,jul,,4,999,0,nonexistent,14,4957,0
9873,26.0,admin.,single,high.school,no,no,no,telephone,may,,2,999,0,nonexistent,11,4856,0
9874,46.0,entrepreneur,married,,no,yes,no,telephone,jun,,1,999,0,nonexistent,14,4958,0
9875,41.0,services,married,high.school,no,no,no,telephone,jun,,1,999,0,nonexistent,14,4864,0
9876,,entrepreneur,married,high.school,no,no,yes,telephone,may,,3,999,0,nonexistent,11,4864,0
9877,,admin.,married,university.degree,no,yes,no,cellular,aug,,2,999,0,nonexistent,14,4962,0
9878,28.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,,1,999,0,nonexistent,14,4962,0
9879,33.0,management,married,university.degree,no,no,no,telephone,may,,1,999,0,nonexistent,11,4855,0
9880,31.0,unemployed,single,university.degree,no,yes,no,cellular,nov,,1,999,0,nonexistent,-1,4021,0
9881,24.0,student,single,high.school,no,yes,no,telephone,may,,2,999,0,nonexistent,11,4855,0
9882,30.0,blue-collar,single,,unknown,no,no,telephone,jun,,3,999,0,nonexistent,14,4959,0
9883,35.0,entrepreneur,single,professional.course,no,no,no,telephone,jun,,1,999,0,nonexistent,14,4962,0
9884,40.0,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,,5,999,0,nonexistent,14,496,0
9885,40.0,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,,4,999,0,nonexistent,14,4962,0
9886,46.0,self-employed,married,basic.9y,unknown,no,no,cellular,nov,,1,999,1,failure,-1,4191,0
9887,58.0,blue-collar,married,unknown,no,yes,no,telephone,may,,1,999,0,nonexistent,11,4856,0
9888,36.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,,3,999,0,nonexistent,14,4958,0
9889,32.0,technician,married,professional.course,no,no,no,cellular,oct,wed,2,14,4,failure,-11,959,0
9890,39.0,admin.,divorced,university.degree,no,yes,yes,cellular,jul,,10,999,1,failure,-17,827,1
9891,46.0,admin.,married,professional.course,no,yes,no,cellular,apr,,1,999,0,nonexistent,-18,1423,0
9892,,unemployed,married,professional.course,no,no,no,telephone,may,,1,999,0,nonexistent,11,4857,0
9893,27.0,services,single,,no,yes,no,telephone,jun,,2,999,0,nonexistent,14,4961,0
9894,52.0,unknown,married,basic.6y,no,no,no,telephone,may,,4,999,0,nonexistent,11,4864,0
9895,30.0,admin.,divorced,high.school,no,no,no,cellular,nov,,1,999,0,nonexistent,-1,412,0
9896,36.0,blue-collar,single,basic.9y,no,no,no,cellular,jul,,2,999,0,nonexistent,14,4962,0
9897,68.0,retired,married,high.school,no,yes,no,cellular,oct,,1,999,2,failure,-34,744,0
9898,48.0,technician,single,professional.course,unknown,yes,no,cellular,jul,,1,999,0,nonexistent,14,4961,0
9899,,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,2,999,0,nonexistent,14,4961,0
9900,34.0,admin.,single,,unknown,yes,no,cellular,aug,,1,999,0,nonexistent,14,4967,0
9901,36.0,admin.,single,university.degree,no,no,yes,cellular,nov,,1,999,0,nonexistent,-34,72,1
9902,54.0,blue-collar,married,basic.4y,no,no,no,cellular,sep,,2,999,1,failure,-34,741,0
9903,55.0,admin.,married,university.degree,no,no,no,cellular,nov,,2,999,1,failure,-1,412,0
9904,34.0,management,divorced,professional.course,no,yes,no,cellular,apr,,2,999,0,nonexistent,-18,1405,0
9905,51.0,admin.,divorced,university.degree,no,no,no,cellular,nov,,1,999,0,nonexistent,-1,4076,0
9906,40.0,blue-collar,married,basic.4y,no,no,no,cellular,may,,1,999,0,nonexistent,-18,1266,0
9907,44.0,self-employed,single,,no,yes,no,cellular,may,,5,999,1,failure,-18,1354,1
9908,33.0,blue-collar,divorced,basic.4y,no,no,no,cellular,may,,3,999,0,nonexistent,-18,1281,0
9909,34.0,admin.,married,university.degree,no,no,no,cellular,jul,,2,999,0,nonexistent,14,4962,0
9910,,blue-collar,married,basic.4y,no,no,no,cellular,nov,,6,999,0,nonexistent,-1,4153,0
9911,39.0,technician,divorced,professional.course,unknown,no,no,cellular,aug,,4,999,0,nonexistent,14,4965,0
9912,51.0,admin.,divorced,high.school,no,yes,no,telephone,sep,,1,999,0,nonexistent,-11,879,0
9913,37.0,management,married,university.degree,no,yes,yes,telephone,nov,,4,999,0,nonexistent,-1,4153,0
9914,29.0,self-employed,married,university.degree,unknown,yes,no,telephone,jun,,6,999,0,nonexistent,14,4959,0
9915,48.0,technician,married,university.degree,no,no,no,cellular,aug,,1,999,0,nonexistent,14,4964,0
9916,59.0,retired,married,university.degree,unknown,yes,yes,cellular,jul,,16,999,0,nonexistent,14,4957,0
9917,70.0,retired,married,basic.4y,no,yes,no,cellular,aug,,2,999,0,nonexistent,-29,881,1
9918,42.0,technician,divorced,university.degree,no,yes,no,cellular,aug,,2,999,0,nonexistent,14,4968,0
9919,43.0,self-employed,married,university.degree,no,yes,no,cellular,mar,mon,2,9,1,success,-18,652,1
9920,,admin.,single,high.school,no,yes,no,cellular,jul,,5,999,0,nonexistent,14,4961,0
9921,31.0,blue-collar,married,basic.9y,no,yes,no,telephone,jun,,2,999,0,nonexistent,14,4947,0
9922,31.0,admin.,single,university.degree,no,yes,no,telephone,may,,2,999,0,nonexistent,11,4856,0
9923,,blue-collar,married,basic.9y,no,yes,no,cellular,may,,1,999,0,nonexistent,-18,1344,0
9924,29.0,admin.,single,university.degree,no,no,yes,cellular,aug,,6,999,0,nonexistent,14,4963,0
9925,32.0,admin.,single,university.degree,unknown,yes,no,telephone,jun,tue,5,999,0,nonexistent,14,4864,0
9926,41.0,technician,married,university.degree,no,yes,no,cellular,aug,,2,999,0,nonexistent,14,4963,0
9927,27.0,technician,married,basic.9y,no,no,yes,telephone,may,,2,999,0,nonexistent,11,4857,0
9928,48.0,admin.,single,basic.6y,unknown,yes,no,telephone,may,,2,999,0,nonexistent,11,4857,0
9929,40.0,blue-collar,married,basic.4y,no,no,no,cellular,nov,,2,999,0,nonexistent,-1,4191,0
9930,52.0,services,married,high.school,no,no,no,cellular,nov,,2,999,0,nonexistent,-1,4191,0
9931,41.0,blue-collar,married,basic.6y,no,no,no,cellular,may,,1,999,0,nonexistent,-18,1291,0
9932,28.0,admin.,married,high.school,unknown,yes,yes,cellular,jul,tue,3,999,0,nonexistent,14,4961,0
9933,,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,1,999,0,nonexistent,-18,1291,0
9934,34.0,blue-collar,married,basic.6y,no,no,no,cellular,may,,3,999,0,nonexistent,-18,1266,0
9935,35.0,blue-collar,married,basic.9y,no,yes,no,cellular,dec,,1,4,3,success,-3,707,0
9936,49.0,unemployed,married,basic.4y,unknown,yes,no,cellular,may,,1,999,0,nonexistent,-18,1281,0
9937,38.0,technician,married,,unknown,no,yes,cellular,aug,,6,999,0,nonexistent,14,4966,0
9938,,housemaid,divorced,,no,yes,yes,telephone,may,,2,999,0,nonexistent,11,4857,0
9939,42.0,housemaid,married,unknown,unknown,yes,no,telephone,jun,,4,999,0,nonexistent,14,496,0
9940,,admin.,divorced,university.degree,no,yes,no,cellular,mar,,1,999,0,nonexistent,-18,635,1
9941,36.0,services,divorced,basic.9y,no,yes,no,cellular,may,,2,999,0,nonexistent,-18,1291,0
9942,48.0,services,divorced,basic.4y,no,no,no,cellular,nov,,1,999,0,nonexistent,-1,412,0
9943,52.0,admin.,married,high.school,no,yes,yes,cellular,aug,,1,999,0,nonexistent,14,4964,0
9944,26.0,technician,single,,no,yes,no,cellular,jun,,1,999,0,nonexistent,-29,126,0
9945,39.0,technician,married,university.degree,no,no,no,cellular,jul,,2,999,0,nonexistent,14,4961,0
9946,54.0,admin.,single,university.degree,unknown,yes,no,cellular,aug,,1,999,0,nonexistent,-29,883,0
9947,46.0,blue-collar,married,basic.9y,no,yes,yes,cellular,may,thu,2,999,0,nonexistent,-18,1266,0
9948,41.0,entrepreneur,married,basic.4y,no,yes,no,telephone,jul,,2,999,0,nonexistent,14,4959,0
9949,57.0,blue-collar,married,high.school,no,yes,no,cellular,apr,,3,999,0,nonexistent,-18,1453,0
9950,41.0,admin.,single,high.school,no,no,no,cellular,oct,,2,999,0,nonexistent,-11,987,0
9951,40.0,admin.,single,high.school,unknown,no,no,telephone,jun,,2,999,0,nonexistent,14,496,0
9952,55.0,unemployed,married,high.school,no,no,no,telephone,jun,,8,999,0,nonexistent,14,4959,0
9953,30.0,technician,divorced,professional.course,no,no,no,cellular,jul,,1,999,0,nonexistent,14,4963,0
9954,50.0,blue-collar,married,unknown,no,yes,yes,cellular,aug,,2,999,0,nonexistent,-29,883,1
9955,34.0,management,married,university.degree,no,yes,no,telephone,may,,1,999,0,nonexistent,11,4856,0
9956,49.0,admin.,married,high.school,no,yes,no,cellular,aug,,2,999,0,nonexistent,14,4963,1
9957,33.0,blue-collar,married,basic.6y,no,no,no,cellular,may,,1,999,0,nonexistent,-18,1266,1
9958,34.0,blue-collar,single,basic.6y,unknown,yes,no,telephone,may,,1,999,0,nonexistent,11,4857,0
9959,44.0,blue-collar,married,basic.9y,no,no,no,cellular,aug,,1,999,0,nonexistent,14,4964,0
9960,36.0,admin.,married,high.school,no,yes,no,cellular,may,,2,999,0,nonexistent,-18,1291,0
9961,36.0,self-employed,single,university.degree,no,no,no,cellular,jul,,1,999,0,nonexistent,14,496,0
9962,36.0,blue-collar,married,basic.9y,no,no,no,telephone,may,,4,999,0,nonexistent,11,4857,0
9963,43.0,admin.,married,university.degree,no,no,yes,cellular,jun,,1,999,0,nonexistent,-29,1262,0
9964,42.0,technician,single,university.degree,no,yes,yes,cellular,aug,,8,999,0,nonexistent,14,4965,0
9965,45.0,blue-collar,married,basic.9y,no,yes,no,cellular,nov,fri,1,999,1,failure,-1,4021,0
9966,36.0,technician,married,professional.course,no,no,no,telephone,may,,1,999,0,nonexistent,11,4856,0
9967,42.0,admin.,married,,no,unknown,unknown,cellular,may,,3,999,1,failure,-18,1327,1
9968,47.0,technician,married,professional.course,no,no,no,telephone,may,,1,999,0,nonexistent,11,4858,0
9969,32.0,blue-collar,married,professional.course,no,no,no,telephone,may,,1,999,0,nonexistent,11,4855,1
9970,29.0,admin.,married,university.degree,no,yes,no,cellular,jul,,1,999,0,nonexistent,14,4957,0
9971,26.0,technician,single,university.degree,no,no,yes,cellular,jul,,5,999,1,failure,-29,908,0
9972,48.0,admin.,married,professional.course,no,yes,no,cellular,apr,,1,7,1,success,-18,642,1
9973,37.0,admin.,married,university.degree,no,no,no,cellular,nov,,1,999,1,failure,-11,105,0
9974,34.0,technician,married,,no,yes,no,cellular,aug,,5,999,0,nonexistent,14,4968,0
9975,39.0,blue-collar,married,basic.6y,unknown,no,yes,cellular,jul,,1,999,0,nonexistent,14,4963,0
9976,33.0,services,married,,no,no,no,telephone,jun,,14,999,0,nonexistent,14,4865,0
9977,,management,married,university.degree,no,yes,no,telephone,may,,1,999,0,nonexistent,-18,1354,0
9978,38.0,admin.,married,university.degree,no,yes,no,cellular,nov,,1,3,3,success,-34,715,1
9979,35.0,admin.,single,university.degree,no,yes,yes,cellular,nov,,1,999,0,nonexistent,-1,4021,1
9980,41.0,entrepreneur,married,university.degree,no,yes,no,cellular,aug,,1,999,0,nonexistent,-17,904,1
9981,88.0,retired,married,basic.4y,no,no,no,cellular,sep,,1,999,0,nonexistent,-11,882,0
9982,51.0,technician,married,university.degree,unknown,yes,no,cellular,jul,,1,999,0,nonexistent,14,4962,0
9983,27.0,unemployed,married,,no,no,yes,cellular,nov,,3,999,1,failure,-34,72,0
9984,54.0,admin.,divorced,university.degree,unknown,no,no,cellular,nov,,1,999,0,nonexistent,-1,4021,1
9985,38.0,entrepreneur,married,professional.course,no,yes,yes,cellular,apr,,2,999,1,failure,-18,1466,0
9986,51.0,management,married,basic.9y,no,no,no,cellular,jul,,3,999,0,nonexistent,14,4963,0
9987,49.0,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,,5,999,0,nonexistent,14,4962,0
9988,37.0,blue-collar,married,basic.9y,no,no,no,cellular,may,,3,999,1,failure,-18,1281,0
9989,24.0,services,single,high.school,no,no,no,cellular,may,fri,4,999,1,failure,-18,125,1
9990,37.0,technician,married,professional.course,no,no,no,cellular,jun,,1,999,0,nonexistent,-29,126,1
9991,29.0,blue-collar,married,,no,yes,yes,telephone,may,,2,999,0,nonexistent,11,4858,0
9992,29.0,technician,married,professional.course,no,yes,no,cellular,aug,,2,999,0,nonexistent,14,4962,1
9993,59.0,blue-collar,married,basic.4y,unknown,no,no,cellular,jun,,1,999,1,failure,-29,126,1
9994,55.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,,4,999,0,nonexistent,14,4965,0
9995,57.0,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,jul,,1,999,0,nonexistent,14,4961,0
9996,36.0,technician,single,university.degree,no,no,no,cellular,aug,fri,5,999,0,nonexistent,14,4964,0
9997,,admin.,married,university.degree,no,no,no,cellular,aug,,5,999,0,nonexistent,14,4962,0
9998,40.0,admin.,married,university.degree,no,yes,no,telephone,jun,,5,999,0,nonexistent,14,4967,0
9999,60.0,retired,divorced,high.school,unknown,no,no,cellular,may,,4,999,2,failure,-18,125,0
10000,58.0,admin.,single,university.degree,no,yes,no,cellular,may,,1,999,0,nonexistent,-18,1344,1
10001,57.0,admin.,divorced,basic.9y,unknown,no,no,telephone,may,,2,999,0,nonexistent,11,4856,0
10002,39.0,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,,2,999,0,nonexistent,14,4962,0
10003,37.0,blue-collar,married,basic.6y,no,yes,no,telephone,jul,wed,8,999,0,nonexistent,14,4957,0
10004,50.0,retired,married,university.degree,no,no,no,cellular,nov,,3,999,0,nonexistent,-1,4021,0
10005,38.0,services,married,high.school,unknown,no,no,telephone,may,,3,999,0,nonexistent,11,4857,0
10006,39.0,blue-collar,single,basic.4y,no,no,no,cellular,may,,4,999,0,nonexistent,-18,1344,0
10007,52.0,technician,married,high.school,unknown,no,no,telephone,may,,1,999,0,nonexistent,11,4858,0
10008,33.0,admin.,married,university.degree,no,yes,no,telephone,may,,3,999,0,nonexistent,11,4857,0
10009,34.0,admin.,married,university.degree,no,no,no,telephone,jun,,4,999,0,nonexistent,-29,1244,0
10010,59.0,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,1,999,0,nonexistent,11,4855,0
10011,23.0,admin.,single,university.degree,no,yes,no,cellular,mar,,1,999,0,nonexistent,-18,1757,0
10012,33.0,technician,divorced,professional.course,no,no,no,cellular,jul,,7,999,0,nonexistent,14,4958,0
10013,38.0,admin.,married,basic.6y,no,no,no,cellular,jul,,5,999,0,nonexistent,14,4968,0
10014,23.0,management,single,university.degree,no,no,yes,cellular,jul,,1,999,0,nonexistent,14,4958,0
10015,26.0,admin.,single,university.degree,no,no,no,telephone,may,,2,999,0,nonexistent,11,4857,0
10016,36.0,management,married,university.degree,no,unknown,unknown,telephone,jun,,1,999,0,nonexistent,-29,1266,0
10017,50.0,technician,married,high.school,no,yes,no,cellular,aug,,3,999,0,nonexistent,14,4964,0
10018,27.0,admin.,married,university.degree,no,no,no,cellular,aug,,3,6,1,success,-17,899,1
10019,57.0,retired,unknown,basic.4y,no,no,no,telephone,may,,1,999,0,nonexistent,11,4857,0
10020,33.0,technician,single,professional.course,no,yes,no,cellular,may,,1,999,0,nonexistent,-18,1291,0
10021,41.0,admin.,divorced,basic.9y,no,unknown,unknown,cellular,nov,,2,999,0,nonexistent,-1,412,0
